# BEADS_RUST conformance cases: name<TAB>argv (JSON string array)
# Every case runs in the ws-run sandbox (scripts/ws-run.sh --help): a fresh workspace at /mnt/proj, a pinned
# instant, a cleared environment. Leading pseudo-arguments select the inputs:
#   @fx=<name>    goldens/fixtures/<name>.jsonl becomes .beads/issues.jsonl (default: empty; `none` = no .beads at all)
#   @time=<UTC>   the pinned instant (default 2026-01-02 03:04:05)
#   @scn=<name>   a multi-step scenario, goldens/scenarios/<name>.scn
# When a run changes the store, `--- .beads/issues.jsonl ---` (and last-touched) follow the command's stdout.
# Capture:  scripts/golden-capture.sh goldens/cases.tsv goldens --timeout 60 -- scripts/ws-run.sh --oracle br --no-db ::
# Floor:    scripts/floor.sh goldens/cases.tsv goldens --repeat 3 -- scripts/ws-run.sh --oracle br --no-db ::
# Check:    LANE_WRAP=scripts/ws-run.sh scripts/lanes.sh goldens/cases.tsv goldens "$PWD/port/main.bend"
usage_none	[]
show_format_json	["@fx=basic", "show", "proj-mta", "--format", "json"]
ready_format_json	["@fx=basic", "ready", "--format", "json", "--limit", "1"]
create_deps_type_case	["@fx=basic", "create", "T", "--deps", "Blocks:proj-mta", "--json"]
create_deps_type_spaced	["@fx=basic", "create", "T", "--deps", " related :proj-mta", "--json"]
create_deps_blocked_by	["@fx=basic", "create", "T", "--deps", "blocked-by:proj-mta", "--json"]
error_create_deps_type_missing_target	["@fx=basic", "create", "T", "--deps", "related:proj-zzz"]
error_create_deps_unknown_prefix_empty	["@fx=basic", "create", "T", "--deps", "frob:"]
error_create_deps_type_empty_target	["@fx=basic", "create", "T", "--deps", "blocks:"]
error_create_deps_leading_comma	["@fx=basic", "create", "T", "--deps", ",proj-mta"]
error_create_deps_extra_colon	["@fx=basic", "create", "T", "--deps", "blocks:proj-mta:x"]
error_update_early_multi	["@time=2025-12-01 00:00:00", "@fx=basic", "update", "proj-mta", "proj-170", "-p", "3", "--json"]
error_close_early_plain	["@time=2025-12-01 00:00:00", "@fx=basic", "close", "proj-mta"]
error_reopen_early_json	["@time=2025-12-01 00:00:00", "@fx=basic", "reopen", "proj-mkh", "--json"]
error_defer_early	["@time=2025-12-01 00:00:00", "@fx=basic", "defer", "proj-mta"]
error_update_title_blank	["@fx=basic", "update", "proj-mta", "--title", "   "]
update_parent_same_plain	["@fx=parents", "update", "proj-9vo.1", "--parent", "proj-9vo"]
r18_ready_assignee_alice	["@fx=basic", "ready", "--assignee", "alice"]
r18_ready_assignee_bob_json	["@fx=basic", "ready", "--assignee", "bob", "--json"]
r18_ready_assignee_actor	["@fx=basic", "--actor", "alice", "ready", "--assignee"]
r18_ready_label_any	["@fx=basic", "ready", "--label-any", "db", "--label-any", "auth"]
r18_ready_label_any_json	["@fx=basic", "ready", "--label-any", "auth", "--json"]
r18_ready_label_and	["@fx=basic", "ready", "-l", "backend", "-l", "db"]
r18_ready_label_and_any	["@fx=basic", "ready", "-l", "backend", "--label-any", "auth", "--label-any", "zzz"]
r18_ready_prio_multi	["@fx=basic", "ready", "-p", "1", "-p", "3"]
r18_ready_prio_json	["@fx=basic", "ready", "-p", "0", "--json"]
r18_ready_prio_comma	["@fx=basic", "ready", "-p", "1,2"]
r18_ready_prio_bad	["@fx=basic", "ready", "-p", "9"]
r18_ready_prio_word	["@fx=basic", "ready", "-p", "high"]
r18_ready_type_multi	["@fx=basic", "ready", "-t", "task", "-t", "docs"]
r18_ready_limit_neg	["@fx=basic", "ready", "--limit", "-1"]
r18_ready_limit_json2	["@fx=basic", "ready", "--limit", "2", "--json"]
r18_ready_sort_hybrid_json	["@fx=tree", "ready", "--sort", "hybrid", "--json"]
r18_ready_sort_oldest_tree	["@fx=tree", "ready", "--sort", "oldest"]
r18_ready_incdef_plain	["@fx=basic", "ready", "--include-deferred"]
r18_ready_incdef_due	["@fx=due", "ready", "--include-deferred"]
r18_ready_due	["@fx=due", "ready"]
r18_ready_due_json	["@fx=due", "ready", "--json"]
r18_ready_hier	["@fx=hierarchy", "ready"]
r18_ready_hier_json	["@fx=hierarchy", "ready", "--json", "--sort", "priority"]
r18_ready_tree_parent	["@fx=tree", "ready", "--parent", "proj-abk"]
r18_ready_tree_parent_rec	["@fx=tree", "ready", "--parent", "proj-abk", "--recursive", "--sort", "oldest"]
r18_ready_tree_parent_rec_limit	["@fx=tree", "ready", "--parent", "proj-abk", "-r", "--limit", "3", "--json"]
r18_ready_tree_parent_leaf	["@fx=tree", "ready", "--parent", "proj-abk.3", "-r"]
r18_ready_epic_tree	["@fx=tree", "ready", "--epic", "proj-abk", "-p", "0"]
r18_ready_parent_type	["@fx=parents", "ready", "--parent", "proj-9vo", "-r", "-t", "epic"]
r18_ready_parent_closed	["@fx=basic", "ready", "--parent", "proj-mkh"]
r18_ready_unassigned_json	["@fx=basic", "ready", "--unassigned", "--json", "--sort", "oldest"]
r18_ready_graph_prio	["@fx=graph", "ready", "-p", "3", "--json"]
r18_ready_format_json	["@fx=basic", "ready", "--format", "json"]
r18_ready_robot_quiet	["@fx=basic", "ready", "--robot", "--quiet"]
r18_ready_quiet	["@fx=basic", "ready", "--quiet"]
r18_blocked_type	["@fx=graph", "blocked", "-t", "feature"]
r18_blocked_prio	["@fx=graph", "blocked", "-p", "2", "--json"]
r18_blocked_label	["@fx=basic", "blocked", "-l", "auth"]
r18_blocked_limit0	["@fx=graph", "blocked", "--limit", "0"]
r18_blocked_hier	["@fx=hierarchy", "blocked"]
r18_blocked_hier_detailed	["@fx=hierarchy", "blocked", "--detailed"]
r18_blocked_hier_json	["@fx=hierarchy", "blocked", "--json", "--detailed"]
r18_blocked_parents_detailed	["@fx=parents", "blocked", "--detailed"]
r18_blocked_diamond_detailed	["@fx=r12_diamond", "blocked", "--detailed"]
r18_blocked_quiet	["@fx=graph", "blocked", "-q"]
r18_blocked_wrap_limit	["@fx=graph", "blocked", "--wrap", "--limit", "1", "--json"]
r18_count_by_status_flag	["@fx=basic", "count", "--by", "status"]
r18_count_by_label_json	["@fx=basic", "count", "--by", "label", "--json"]
r18_count_by_assignee_json	["@fx=basic", "count", "--by", "assignee", "--json"]
r18_count_by_type_status	["@fx=basic", "count", "--by", "type", "--status", "open"]
r18_count_status_comma	["@fx=basic", "count", "--status", "open,deferred"]
r18_count_status_comma_by	["@fx=basic", "count", "--status", "open,closed", "--by-priority"]
r18_count_type_comma	["@fx=basic", "count", "--type", "task,bug", "--json"]
r18_count_prio_comma	["@fx=basic", "count", "--priority", "0,1", "--by-type"]
r18_count_assignee	["@fx=basic", "count", "--assignee", "alice"]
r18_count_unassigned_by	["@fx=basic", "count", "--unassigned", "--by", "type"]
r18_count_title_by	["@fx=basic", "count", "--title-contains", "auth", "--by-status", "--include-closed"]
r18_count_by_and_alias	["@fx=basic", "count", "--by", "status", "--by-type"]
r18_count_by_label_closed	["@fx=basic", "count", "--by-label", "--include-closed", "--json"]
r18_count_status_bogus	["@fx=basic", "count", "--status", "bogus"]
r18_count_prio_bad	["@fx=basic", "count", "--priority", "7"]
r18_count_tree_by_prio_json	["@fx=tree", "count", "--by", "priority", "--json"]
r18_count_due_by_status	["@fx=due", "count", "--by", "status"]
r18_stats_noact	["@fx=basic", "stats", "--no-activity"]
r18_stats_noact_json	["@fx=basic", "stats", "--no-activity", "--json"]
r18_stats_act_hours	["@fx=basic", "stats", "--activity-hours", "48", "--json"]
r18_stats_by_assignee_json	["@fx=basic", "stats", "--by-assignee", "--json"]
r18_stats_by_prio_json	["@fx=basic", "stats", "--by-priority", "--json"]
r18_stats_by_label_json	["@fx=basic", "stats", "--by-label", "--json"]
r18_stats_tree_by_type	["@fx=tree", "stats", "--by-type"]
r18_stats_hier	["@fx=hierarchy", "stats"]
r18_stats_graph_json	["@fx=graph", "stats", "--json"]
r18_stats_alias_by	["@fx=basic", "status", "--by-priority", "--by-assignee"]
r18_epic_status_eligible	["@fx=r12_epics", "epic", "status", "--eligible-only"]
r18_epic_status_eligible_json	["@fx=r12_epics", "epic", "status", "--eligible-only", "--json"]
r18_epic_status_epics	["@fx=r12_epics", "epic", "status"]
r18_epic_status_epics_json	["@fx=r12_epics", "epic", "status", "--json"]
r18_epic_ce_dry	["@fx=r12_epics", "epic", "close-eligible", "--dry-run"]
r18_epic_ce	["@fx=r12_epics", "epic", "close-eligible", "--json"]
r18_dep_tree_up	["@fx=hierarchy", "dep", "tree", "proj-ig8", "--direction", "up"]
r18_dep_tree_both	["@fx=hierarchy", "dep", "tree", "proj-in9", "-d", "both"]
r18_dep_tree_depth1	["@fx=hierarchy", "dep", "tree", "proj-6ja", "--max-depth", "1"]
r18_dep_tree_depth0	["@fx=hierarchy", "dep", "tree", "proj-6ja", "--max-depth", "0"]
r18_dep_tree_mermaid	["@fx=hierarchy", "dep", "tree", "proj-6ja", "--format", "mermaid"]
r18_dep_tree_mermaid_up	["@fx=graph", "dep", "tree", "proj-tip", "--format", "mermaid", "--direction", "up"]
r18_dep_tree_json	["@fx=graph", "dep", "tree", "proj-697", "--json"]
r18_dep_list_type	["@fx=basic", "dep", "list", "proj-170", "--type", "blocks"]
r18_dep_list_type_json	["@fx=basic", "dep", "list", "proj-170", "-t", "parent-child", "--json"]
r18_dep_list_up_type	["@fx=basic", "dep", "list", "proj-mta", "--direction", "up", "-t", "blocks"]
r18_dep_list_both	["@fx=graph", "dep", "list", "proj-tip", "--direction", "both"]
r18_dep_list_both_json	["@fx=graph", "dep", "list", "proj-9vw", "--direction", "both", "--json"]
r18_dep_cycles_graph	["@fx=graph", "dep", "cycles"]
r18_dep_cycles_graph_json	["@fx=graph", "dep", "cycles", "--json"]
r18_dep_cycles_two_blocking	["@fx=cycle_two", "dep", "cycles", "--blocking-only"]
r18_dep_cycles_closed_json	["@fx=cycle_closed_and_open", "dep", "cycles", "--include-closed", "--json"]
r18_update_due_rel	["@fx=basic", "update", "proj-mta", "--due", "+2d", "--json"]
r18_update_due_tomorrow	["@time=2026-03-15 22:30:00", "@fx=basic", "update", "proj-mta", "--due", "tomorrow"]
r18_update_due_rfc	["@fx=basic", "update", "proj-mta", "--due", "2026-02-03T04:05:06+02:00"]
r18_update_due_date	["@fx=basic", "update", "proj-mta", "--due", "2026-07-04"]
r18_update_due_bad	["@fx=basic", "update", "proj-mta", "--due", "someday"]
r18_update_due_empty	["@fx=due", "update", "proj-cxc", "--due", ""]
r18_update_defer_rel	["@fx=basic", "update", "proj-mta", "--defer", "+3w"]
r18_update_defer_today	["@time=2026-06-30 18:00:00", "@fx=basic", "update", "proj-mta", "--defer", "today"]
r18_update_defer_bad_unit	["@fx=basic", "update", "proj-mta", "--defer", "+3y"]
r18_update_defer_empty	["@fx=basic", "update", "proj-7vm", "--defer", ""]
r18_defer_until_yesterday	["@fx=basic", "defer", "proj-mta", "--until", "yesterday", "--json"]
r18_defer_until_nextweek	["@time=2026-12-30 12:00:00", "@fx=basic", "defer", "proj-mta", "--until", "NextWeek"]
r18_defer_until_minutes	["@fx=basic", "defer", "proj-mta", "proj-5u2", "--until", "+90m"]
r18_defer_until_neg	["@fx=basic", "defer", "proj-mta", "--until", "-1d", "--json"]
r18_defer_until_rfc_frac	["@fx=basic", "defer", "proj-mta", "--until", "2027-01-01T00:00:00.5Z"]
r18_defer_until_spaces	["@fx=basic", "defer", "proj-mta", "--until", "  2027-06-01  "]
r18_defer_until_nounit	["@fx=basic", "defer", "proj-mta", "--until", "+5"]
r18_defer_until_bigrel	["@fx=basic", "defer", "proj-mta", "--until", "+99999999999999d"]
r18_list_overdue_due	["@fx=due", "list", "--overdue"]
r18_list_overdue_json	["@time=2026-09-15 00:00:00", "@fx=due", "list", "--overdue", "--json"]
r18_list_overdue_all	["@fx=due", "list", "--overdue", "--all"]
r18_list_deferred_due	["@fx=due", "list", "--deferred"]
r18_list_deferred_basic_json	["@fx=basic", "list", "--deferred", "--json"]
r18_comments_list_basic_json	["@fx=basic", "comments", "list", "proj-170", "--json"]
r18_comments_shorthand_json	["@fx=basic", "comments", "proj-170", "--json"]
r18_comments_add_multi_words	["@fx=basic", "comments", "add", "proj-mta", "hello", "there", "world"]
r18_comments_add_content	["@fx=basic", "comments", "add", "proj-mta", "--content", "-dash", "--json"]
r18_comments_add_unknown	["@fx=basic", "comments", "add", "nope", "hi", "--json"]
r18_comments_add_empty_msg	["@fx=basic", "comments", "add", "proj-mta", "-m", ""]
r18_label_list_all_json	["@fx=basic", "label", "list-all", "--json"]
r18_label_list_issue_none	["@fx=basic", "label", "list", "proj-5u2", "--json"]
r18_label_remove_multi	["@fx=basic", "label", "remove", "proj-170", "proj-mta", "-l", "backend", "--json"]
r18_label_remove_comma	["@fx=basic", "label", "remove", "proj-mta", "-l", "db,backend"]
r18_label_list_unknown	["@fx=basic", "label", "list", "nope"]
r18_quiet_unknown_id	["@fx=basic", "--quiet", "show", "nope"]
r18_quiet_json_unknown	["@fx=basic", "-q", "update", "nope", "--status", "open", "--json"]
r18_ambig_show_json	["@fx=basic", "show", "proj-", "--json"]
r18_ambig_close	["@fx=basic", "close", "7"]
r18_actor_close_json	["@fx=basic", "--actor", "closer", "close", "proj-5u2", "--json"]
r18_actor_label_add	["@fx=basic", "--actor", "lbl", "label", "add", "proj-5u2", "-l", "x"]
r18_env_beads_dir_ready	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads", "ready", "--json"]
r18_env_beads_dir_blank	["@fx=basic", "@env=BEADS_DIR=   ", "count"]
r18_where_json_quiet	["@fx=basic", "where", "--json", "--quiet"]
r18_update_bad_prio_json	["@fx=basic", "update", "proj-mta", "-p", "8", "--json"]
r18_list_bad_limit_json	["@fx=basic", "list", "--limit", "x", "--json"]
r18_list_csv_filter	["@fx=basic", "list", "--format", "csv", "-t", "task", "--sort", "priority"]
r18_list_csv_reverse_offset	["@fx=basic", "list", "--format", "csv", "--reverse", "--offset", "2", "--limit", "3"]
r18_list_csv_all_fields	["@fx=basic", "list", "--format", "csv", "--all", "--fields", "id,status,priority"]
r18_list_csv_fields_bad	["@fx=basic", "list", "--format", "csv", "--fields", "id,nope"]
r18_list_json_fields_all	["@fx=basic", "list", "--format", "json", "--all", "--fields", "id,title,labels"]
r18_search_csv_label	["@fx=basic", "search", "auth", "--format", "csv", "-l", "backend"]
r18_search_json_all_sort	["@fx=basic", "search", "a", "--format", "json", "--all", "--sort", "created", "--reverse"]
r18_list_csv_quiet	["@fx=basic", "list", "--format", "csv", "--quiet"]
r18_create_deps_typed_prio	["@fx=basic", "create", "New thing", "--deps", "related:proj-170,blocks:proj-mta", "-p", "1", "-t", "bug", "--json"]
r18_create_deps_badtype	["@fx=basic", "create", "New thing", "--deps", "weird:proj-170"]
r18_create_deps_parent_mix	["@fx=basic", "create", "Kid", "--parent", "proj-uly", "--deps", "proj-mta", "-l", "z"]
r18_close_reason_empty_many	["@fx=basic", "close", "proj-5u2", "proj-mta", "--reason", ""]
r18_close_reason_empty_json	["@fx=basic", "close", "proj-5u2", "proj-b75", "-r", "", "--json"]
r18_update_parent_prio	["@fx=basic", "update", "proj-mta", "--parent", "proj-uly", "-p", "3", "--json"]
r18_update_parent_status	["@fx=parents", "update", "proj-3av", "--parent", "proj-9vo", "--status", "in_progress"]
r18_update_parent_clear_title	["@fx=parents", "update", "proj-9vo.2", "--parent", "", "--title", "Orphan"]
count_status_unknown	["@fx=basic", "count", "--status", "bogus"]
count_status_unknown_json	["@fx=basic", "count", "--status", "bogus", "--json"]
count_status_known_and_unknown	["@fx=basic", "count", "--status", "open,bogus"]
count_by_status_unknown	["@fx=basic", "count", "--by", "status", "--status", "bogus"]
r19_create_p_lower	["create", "X", "-p", "p1", "--json"]
r19_create_p_zero_pad	["create", "X", "-p", "01"]
r19_create_p_space	["create", "X", "-p", " 1"]
r19_create_p_empty	["create", "X", "-p", ""]
r19_create_p_P5	["create", "X", "-p", "P5", "--json"]
r19_create_p_neg	["create", "X", "-p", "-1"]
r19_create_type_upper	["create", "X", "-t", "BUG", "--json"]
r19_create_type_empty	["create", "X", "-t", ""]
r19_create_type_spaces	["create", "X", "-t", " task ", "--json"]
r19_create_assignee_empty	["create", "X", "--assignee", "", "--json"]
r19_create_owner_empty	["create", "X", "--owner", "", "--json"]
r19_create_est_max	["create", "X", "-e", "2147483647", "--json"]
r19_create_est_min	["create", "X", "-e", "-2147483648", "--json"]
r19_create_est_plus	["create", "X", "-e", "+5", "--json"]
r19_create_est_empty	["create", "X", "-e", ""]
r19_create_due_feb30	["create", "X", "--due", "2026-02-30"]
r19_create_due_tomorrow	["create", "X", "--due", "tomorrow", "--json"]
r19_create_due_nextweek	["create", "X", "--due", "next-week", "--json"]
r19_create_due_past	["create", "X", "--due", "-1d", "--json"]
r19_create_defer_past_plain	["create", "X", "--defer", "2025-01-01"]
r19_create_due_defer_both	["create", "X", "--due", "+1d", "--defer", "+2d", "--json"]
r19_create_extref_empty	["create", "X", "--external-ref", "", "--json"]
r19_create_status_closed	["create", "X", "--status", "closed", "--json"]
r19_create_status_closed_plain	["create", "X", "-s", "closed"]
r19_create_status_deferred_json	["create", "X", "--status", "deferred", "--json"]
r19_create_status_tombstone	["create", "X", "--status", "tombstone", "--json"]
r19_create_status_Open	["create", "X", "--status", "Open", "--json"]
r19_create_acceptance_json	["create", "X", "--acceptance", "- [ ] a\n- [x] b", "--json"]
r19_create_prereq_json	["create", "X", "--prerequisites", "-need x", "--json"]
r19_create_design_only	["create", "X", "--design", "D"]
r19_create_notes_only	["create", "X", "--notes", "N"]
r19_create_desc_crlf_tab	["create", "X", "-d", "a\r\nb\tc\u000b", "--json"]
r19_create_desc_zwj	["create", "X", "-d", "👩‍💻 é ​", "--json"]
r19_create_desc_esc	["create", "X", "-d", "\u001b[31mred\u001b[0m", "--json"]
r19_create_title_newline	["create", "line1\nline2", "--json"]
r19_create_title_padded	["create", "  padded  ", "--json"]
r19_create_title_zwsp	["create", "​", "--json"]
r19_create_title_emoji_500	["create", "😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀", "--json"]
r19_create_title_emoji_501	["create", "😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀"]
